nquest;area3;b19b;b19a;b16;ncomp;sex;studio;staciv;cleta5;eta;cfred
934294;1;2;2;1;4;1;8;1;2;40;1
934306;1;2;2;2;1;1;5;4;5;83;1
934308;1;2;2;2;1;1;7;2;5;75;1
934316;1;2;2;2;2;2;7;1;4;55;1
934324;1;2;2;2;4;1;7;1;3;54;1
934327;1;2;2;2;1;2;8;2;2;44;1
934329;1;2;2;1;5;1;6;1;2;36;1
934334;1;2;2;2;1;2;5;2;2;42;1
934336;1;2;2;1;3;1;5;1;1;31;1
934358;1;2;2;2;2;1;3;1;5;79;1
934365;1;2;2;2;3;2;5;2;3;45;1
934368;1;1;2;2;1;1;3;2;3;50;1
934406;1;2;2;1;3;1;3;1;2;40;1
934411;1;2;2;2;1;1;5;4;5;76;1
934412;1;2;2;2;1;1;4;3;3;53;1
934439;1;2;2;2;2;1;7;1;5;77;1
934443;1;2;2;1;1;1;4;3;4;60;1
934461;1;2;2;2;2;1;7;1;4;64;1
934480;1;2;2;2;1;2;3;4;5;71;1
934481;1;2;2;2;4;1;5;1;4;55;1
934491;1;2;2;2;3;1;7;1;2;40;1
934492;1;2;2;2;2;1;3;1;5;78;1
934495;1;2;2;2;2;1;7;1;5;73;1
934496;1;2;2;2;1;1;4;4;5;79;1
934500;1;2;2;2;2;1;7;1;5;70;1
934504;1;2;2;2;2;2;7;1;5;74;1
934515;1;2;2;2;1;2;2;4;5;84;1
934519;1;2;2;2;2;1;5;1;4;64;1
934520;1;2;2;2;2;1;3;1;4;63;1
934524;1;2;2;2;4;1;4;1;3;46;1
934559;1;2;2;2;2;1;2;1;5;80;1
934563;1;2;2;2;2;1;5;1;5;69;1
934574;1;2;2;1;1;2;5;2;3;50;1
934578;1;2;2;2;2;2;8;2;4;61;1
934600;1;2;2;2;2;2;7;1;5;82;1
934615;1;2;2;2;2;1;5;3;5;75;1
934621;1;2;2;2;4;1;7;1;4;58;1
934629;1;2;2;2;2;1;5;1;5;72;1
934671;1;2;2;2;4;1;7;1;4;59;1
934713;1;2;2;2;2;1;7;1;5;83;1
934716;1;2;2;2;2;2;7;1;5;70;1
934731;1;2;2;2;2;2;5;3;4;64;1
934734;1;2;2;2;2;1;5;1;5;65;1
934737;1;2;2;2;3;2;5;1;4;58;1
934764;1;2;2;2;3;2;7;1;3;51;1
934766;1;2;2;2;2;1;7;3;5;70;1
934770;1;2;2;2;4;1;7;1;3;49;1
934782;1;2;2;1;4;1;7;1;3;54;1
934791;1;2;2;1;1;1;7;2;2;36;1
934793;1;2;2;2;1;1;5;3;4;55;1
934811;1;2;2;2;2;2;3;2;5;72;1
934818;1;2;2;1;1;1;5;2;2;41;1
934826;1;2;2;2;2;1;7;1;5;73;1
934844;1;2;2;2;2;2;7;1;5;68;1
934869;1;2;2;2;4;1;5;2;1;26;1
934892;1;2;2;2;2;1;7;1;5;65;1
934900;1;2;2;2;2;1;7;1;5;70;1
934903;1;2;2;2;4;1;3;1;4;59;1
934904;1;2;2;2;4;1;3;1;3;49;1
934907;1;2;2;2;1;1;3;3;5;73;1
934912;1;2;2;2;2;2;2;1;5;76;1
934918;1;2;2;2;2;1;7;1;4;55;1
934921;1;2;2;2;4;1;3;1;4;63;1
934927;1;2;2;2;2;1;4;1;5;82;1
934928;1;2;2;2;2;1;8;1;5;80;1
934951;1;2;2;2;3;2;7;3;4;56;1
934958;1;2;2;2;2;1;7;1;5;73;1
934960;1;2;2;2;4;1;6;1;4;56;1
934967;1;2;2;2;2;1;8;1;5;74;1
934971;1;2;2;2;2;2;8;1;4;63;1
934979;1;2;2;2;1;2;4;4;5;78;1
934981;1;2;2;2;2;1;2;1;5;95;1
934989;1;2;2;2;1;1;5;4;5;82;1
934991;1;2;2;2;2;1;3;1;5;80;1
935000;1;2;2;2;2;1;2;1;5;85;1
935004;1;2;2;2;1;1;5;4;5;71;1
935007;1;2;2;2;2;1;5;1;5;67;1
935009;1;2;2;2;3;1;8;1;5;72;1
935014;1;2;2;2;2;1;7;1;5;65;1
935024;1;2;2;2;1;1;7;3;5;74;1
935026;1;2;2;2;2;2;7;1;4;60;1
935041;1;2;2;2;2;1;7;1;4;56;1
935042;1;2;2;2;1;1;7;3;5;67;1
935044;1;2;2;2;1;1;3;4;5;81;1
935054;1;2;2;2;3;2;5;3;3;54;1
935073;1;2;2;2;2;1;7;1;5;65;1
935077;1;2;2;2;2;1;2;1;5;82;1
935103;1;2;2;2;2;2;5;4;5;82;1
935132;1;2;2;1;2;1;5;1;4;60;1
935147;1;2;2;2;1;2;3;4;5;87;1
935171;1;2;2;2;1;1;5;4;5;79;1
935193;1;2;2;2;2;1;5;1;5;73;1
935241;1;2;2;2;1;1;5;2;5;66;1
935242;1;2;2;2;1;2;2;4;5;93;1
935280;1;2;2;2;4;1;7;1;4;62;1
935281;1;2;2;2;4;1;3;1;3;50;1
935303;1;2;2;2;2;1;7;2;5;71;1
935392;1;2;2;2;2;1;7;1;5;69;1
935401;1;2;2;2;2;2;2;4;5;75;1
935409;1;2;2;2;1;2;4;4;5;77;1
935431;1;2;2;2;2;1;7;1;5;84;1
935434;1;2;2;2;2;1;7;1;5;69;1
935443;1;2;2;2;2;1;7;1;4;63;1
935449;1;2;2;2;2;1;8;1;5;67;1
935579;1;2;2;2;3;1;7;1;4;60;1
935594;1;2;2;2;2;1;7;1;4;55;1
935643;1;2;2;2;3;2;8;1;2;44;1
935659;1;2;2;2;1;2;5;4;5;88;1
935666;1;2;2;2;1;1;8;1;5;88;1
935682;1;2;2;2;2;1;5;1;5;73;1
935685;1;2;2;2;2;1;7;1;5;73;1
935686;1;2;2;2;2;1;7;1;5;73;1
935693;1;2;2;2;2;1;7;1;5;76;1
935695;1;2;2;2;3;1;7;2;2;41;1
935702;1;2;2;2;4;2;8;1;4;64;1
935705;1;2;2;2;2;1;5;1;5;66;1
935714;1;2;2;2;4;1;8;1;5;67;1
935716;1;2;2;2;2;1;5;1;4;64;1
935808;1;2;2;2;3;1;5;4;5;65;1
935827;1;2;2;2;2;1;7;1;5;76;1
935831;1;2;2;2;2;2;7;1;5;66;1
935850;1;2;2;2;3;1;8;1;5;72;1
935852;1;2;2;2;2;1;5;1;5;68;1
935871;1;2;2;2;4;1;7;1;3;47;1
935877;1;2;2;2;4;2;7;1;3;46;1
935892;1;2;2;2;1;1;7;2;3;51;1
935893;1;2;2;2;1;1;7;4;5;80;1
935905;1;2;2;2;2;2;5;2;5;71;1
935908;1;2;2;1;1;2;5;4;5;68;1
935916;1;2;2;2;1;2;7;2;5;65;1
935927;1;2;2;2;5;1;7;1;3;50;1
935940;1;2;2;1;2;2;7;2;4;55;1
935943;1;2;2;1;1;2;7;2;1;24;1
935953;1;2;2;2;2;1;5;1;5;81;1
935960;1;2;2;2;2;1;8;1;5;65;1
935993;1;2;2;2;2;1;8;1;5;83;1
935994;1;2;2;2;1;1;8;4;5;83;1
935999;1;2;2;2;2;1;7;1;5;90;1
936001;1;2;2;2;2;1;7;1;5;65;1
936011;1;2;2;2;4;1;8;1;4;57;1
936017;1;2;2;2;3;1;7;1;5;65;1
936039;1;2;2;2;4;1;7;1;2;38;1
936048;1;2;2;2;2;1;2;1;5;87;1
936049;1;2;2;2;2;2;5;1;5;75;1
936059;1;2;2;2;2;1;3;2;4;64;1
936064;1;2;2;2;1;2;3;2;5;82;1
936071;1;2;2;2;2;1;7;1;5;75;1
936100;1;2;2;2;2;2;7;1;4;63;1
936118;1;2;2;2;2;1;5;1;5;81;1
936133;1;2;2;2;3;2;7;1;4;61;1
936150;1;2;2;2;2;1;3;1;5;73;1
936161;1;2;2;2;2;1;5;1;5;70;1
936227;1;2;2;2;1;2;2;4;5;84;1
936247;1;2;2;2;2;1;7;1;5;81;1
936252;1;2;2;2;2;1;7;1;5;70;1
936253;1;2;2;2;3;1;7;2;3;47;1
936272;1;2;2;2;3;1;5;1;5;66;1
936278;1;2;2;2;2;1;7;1;4;61;1
936289;1;2;2;2;4;1;7;3;3;53;1
936316;1;2;2;2;3;1;5;2;4;55;1
936370;1;2;2;2;3;1;5;1;4;55;1
936406;3;2;2;2;2;1;2;1;4;64;1
936411;1;2;2;1;3;1;5;1;4;55;1
936412;1;2;2;2;2;1;5;1;5;78;1
936424;1;2;2;2;4;2;5;1;4;64;1
936459;1;2;2;2;4;1;7;1;4;59;1
936465;1;2;2;2;4;1;3;1;4;63;1
936470;1;2;2;2;2;1;7;1;5;83;1
936478;1;2;2;2;2;1;5;1;5;74;1
936483;1;2;2;2;2;1;7;1;5;70;1
936619;1;2;2;2;2;2;7;3;3;51;1
936624;1;2;2;2;2;1;3;1;5;74;1
936635;1;2;2;2;2;1;5;1;5;66;1
936651;1;2;2;2;3;1;8;1;4;58;1
936656;1;2;2;2;5;1;5;1;4;58;1
936657;1;2;2;2;3;2;1;4;5;92;1
936661;1;2;2;2;2;1;8;1;5;68;1
936664;1;2;2;2;2;1;5;1;5;71;1
936666;1;2;2;2;2;1;7;1;4;63;1
936667;1;2;2;1;1;1;3;2;3;52;1
936682;1;2;2;2;1;2;7;4;5;73;1
936683;1;2;2;2;2;1;5;1;5;65;1
936684;1;2;2;2;3;1;7;1;5;72;1
936688;1;2;2;2;2;1;7;1;5;67;1
936691;1;2;2;2;4;2;7;3;4;63;1
936692;1;2;2;2;2;1;7;1;5;67;1
936693;1;2;2;2;2;1;7;1;5;68;1
936711;1;2;2;1;1;1;7;2;4;63;1
936723;1;2;2;2;5;1;5;1;4;58;1
936739;1;2;2;2;3;2;7;1;2;40;1
936754;1;2;2;2;3;1;5;2;3;54;1
936768;1;2;2;2;2;2;7;1;5;71;1
936773;1;2;2;2;1;2;2;4;5;84;1
936779;1;2;2;2;1;2;3;2;4;64;1
936783;1;2;2;2;4;1;7;2;3;48;1
936789;1;2;2;2;1;2;7;2;5;75;1
936792;1;2;2;1;1;2;5;2;4;59;1
936794;1;2;2;2;2;1;5;1;5;68;1
936801;1;2;2;2;3;1;7;1;4;59;1
936803;1;2;2;2;3;1;5;1;4;56;1
936813;1;2;2;2;2;1;6;2;1;33;1
936814;1;2;2;2;2;1;7;1;4;59;1
936824;1;2;2;2;2;1;7;4;4;63;1
936839;1;2;2;1;2;2;5;1;4;56;1
936850;1;2;2;2;4;1;7;1;4;59;1
936872;1;2;2;2;4;1;5;1;3;47;1
936874;1;2;2;2;2;2;7;2;3;50;1
936875;1;2;2;2;2;2;3;2;3;49;1
936956;1;2;2;2;2;1;7;1;5;79;1
936975;1;2;2;2;2;1;7;1;5;84;1
936976;1;2;2;2;2;1;3;1;5;79;1
936993;1;2;2;2;2;1;7;1;5;73;1
936999;1;2;2;2;8;1;5;2;3;46;1
937000;1;2;2;2;2;1;7;1;5;71;1
937017;1;2;2;2;3;1;5;1;5;74;1
937018;1;2;2;2;2;1;5;1;5;74;1
937030;1;2;2;2;2;1;7;1;5;73;1
937081;1;2;2;2;2;2;7;1;5;67;1
937103;1;2;2;2;2;1;5;1;4;64;1
937120;1;2;2;2;3;1;8;1;4;58;1
937125;1;2;2;2;2;1;7;1;4;61;1
937156;1;2;2;1;2;1;5;3;4;55;1
937158;1;2;2;2;2;1;7;1;5;75;1
937162;1;2;2;2;2;1;7;1;5;81;1
937194;1;2;2;2;2;1;7;1;5;73;1
937209;1;2;2;2;4;1;7;1;3;52;1
937306;1;2;2;2;4;2;8;2;3;48;1
937326;1;2;2;2;5;1;8;1;4;56;1
937328;1;2;2;2;2;1;7;1;5;86;1
937332;1;2;2;2;2;2;7;1;4;60;1
937371;1;2;2;2;3;1;7;1;3;50;1
937375;1;2;2;1;2;1;5;1;4;59;1
937431;1;2;2;2;2;1;7;1;5;70;1
937437;1;2;2;2;2;1;5;4;4;62;1
937442;1;2;2;2;1;2;2;3;4;63;1
937443;1;2;2;1;1;2;5;1;3;48;1
937460;1;2;2;2;4;1;7;2;5;65;1
937464;1;2;2;2;2;1;7;1;5;65;1
937469;1;2;2;2;2;2;4;1;5;69;1
937470;1;2;2;2;4;2;5;4;4;57;1
937475;1;2;2;1;2;1;5;1;4;64;1
937484;1;2;2;2;2;1;5;1;5;70;1
937485;1;2;2;2;4;1;3;1;3;53;1
937530;1;2;2;2;2;1;8;1;5;65;1
937535;1;2;2;2;3;2;7;1;4;64;1
937559;1;2;2;1;2;2;7;1;5;66;1
937570;1;2;2;2;3;1;8;1;5;65;1
937585;1;2;2;2;2;1;7;1;5;67;1
937588;1;2;2;2;1;2;5;4;5;85;1
937591;1;2;2;2;1;1;3;4;5;82;1
937603;1;2;2;2;1;1;7;4;5;73;1
937608;1;2;2;2;3;1;5;1;5;66;1
937612;1;1;2;2;1;1;3;3;4;61;1
937617;1;2;2;2;1;2;7;4;5;81;1
937631;1;2;2;2;1;2;5;3;4;60;1
937648;1;2;2;1;1;1;7;2;2;35;1
937697;1;2;2;1;3;2;7;3;3;50;1
937729;1;2;2;2;1;1;3;4;5;86;1
937831;1;2;2;2;2;1;8;1;5;76;1
937835;1;2;2;2;1;2;2;2;5;79;1
937844;1;2;2;2;1;2;2;4;5;82;1
937845;1;2;2;2;4;1;7;1;4;56;1
937974;2;2;2;2;2;2;7;1;5;68;1
937981;2;2;2;2;2;2;7;3;3;49;1
937989;2;2;2;2;2;2;5;1;5;66;1
937990;2;2;2;1;2;1;5;1;4;56;1
937994;2;2;2;2;3;1;7;2;2;42;1
937999;2;2;2;2;1;1;7;2;3;52;1
938002;2;2;2;2;2;2;3;4;3;53;1
938005;2;2;2;2;3;1;7;1;5;74;1
938021;2;2;2;2;4;1;3;1;5;68;1
938024;2;2;2;2;2;1;3;1;5;79;1
938025;2;2;2;2;2;1;2;1;5;88;1
938026;2;2;2;2;2;1;5;1;5;75;1
938029;2;2;2;2;2;1;8;1;5;75;1
938031;2;2;2;2;3;1;8;1;5;71;1
938097;2;2;2;2;3;1;4;1;3;46;1
938107;2;2;2;2;2;1;7;1;5;68;1
938109;2;2;2;2;3;1;7;1;3;52;1
938111;2;2;2;1;1;1;2;2;5;69;1
938117;2;2;2;2;2;2;7;2;2;38;1
938181;2;2;2;1;3;1;5;1;2;44;1
938183;2;2;2;2;2;1;7;1;5;66;1
938185;2;2;2;2;2;1;5;1;5;78;1
938312;2;2;2;2;2;1;3;1;5;68;1
938328;2;2;2;2;2;1;7;1;5;70;1
938333;2;2;2;2;5;1;7;1;3;51;1
938362;2;2;2;2;1;1;3;3;4;61;1
938373;2;2;2;2;2;1;7;1;5;81;1
938439;2;2;2;2;1;1;5;2;5;75;1
938440;2;2;2;2;4;1;7;1;3;48;1
938443;2;2;2;2;3;1;5;1;4;60;1
938457;2;2;2;2;2;1;3;1;5;84;1
938492;2;2;2;2;1;2;7;4;5;80;1
938516;2;2;2;2;2;1;7;1;4;62;1
938542;2;2;2;2;1;2;5;4;5;85;1
938546;2;2;2;2;2;1;7;1;5;84;1
938580;2;2;2;2;1;1;5;3;4;63;1
938608;2;2;2;2;2;1;8;4;4;60;1
938647;2;2;2;1;1;1;5;2;3;50;1
938652;2;2;2;2;2;1;7;1;4;56;1
938656;2;2;2;2;2;1;7;1;4;64;1
938657;2;2;2;2;1;2;7;2;5;68;1
938658;2;2;2;2;2;1;7;1;4;57;1
938668;2;2;2;2;4;1;7;1;3;53;1
938672;2;2;2;2;4;1;7;1;3;52;1
938673;2;2;2;1;4;1;5;1;3;51;1
938679;2;2;2;2;4;1;5;1;3;49;1
938687;2;2;2;2;5;1;8;1;4;59;1
938703;2;2;2;2;1;1;8;1;5;72;1
938755;2;2;2;1;3;1;5;1;2;42;1
938766;2;2;2;1;3;1;5;1;2;36;1
938770;2;2;2;2;1;1;5;3;5;72;1
938784;2;2;2;1;2;2;7;2;2;38;1
938786;2;2;2;1;1;1;5;2;4;59;1
938794;2;2;2;1;1;1;8;3;4;64;1
938795;2;2;2;1;1;1;7;1;4;58;1
938803;2;2;2;2;1;2;7;2;4;63;1
938833;2;2;2;2;2;1;3;1;5;71;1
938834;2;2;2;1;1;1;3;2;4;57;1
938839;2;2;2;2;2;1;3;1;5;74;1
938882;2;2;2;2;1;2;4;4;5;80;1
938888;2;2;2;2;1;2;3;2;5;75;1
938920;2;2;2;2;2;1;2;1;5;85;1
938992;2;2;2;2;1;2;3;3;5;77;1
938993;2;2;2;1;2;1;7;1;3;54;1
938996;2;2;2;1;1;1;5;2;3;52;1
939031;2;2;2;2;2;1;7;1;5;72;1
939041;2;2;2;2;3;1;7;1;4;60;1
939043;2;2;2;2;3;1;5;1;5;83;1
939051;2;2;2;1;2;1;3;2;2;37;1
939066;2;2;2;2;1;2;5;4;5;68;1
939071;2;2;2;2;3;1;5;2;2;38;1
939114;2;2;2;2;2;1;8;1;5;83;1
939119;2;2;2;2;3;1;7;2;2;37;1
939139;2;2;2;2;1;1;7;3;5;65;1
939153;2;2;2;2;2;1;7;1;4;63;1
939154;2;2;2;2;2;1;5;1;4;57;1
939156;2;2;2;2;3;1;5;2;3;54;1
939157;2;2;2;1;4;1;5;1;2;41;1
939161;2;2;2;2;4;1;5;1;4;55;1
939168;2;2;2;2;5;1;7;1;3;52;1
939173;2;2;2;2;2;1;7;1;5;87;1
939176;2;2;2;2;3;1;7;2;3;52;1
939177;2;2;2;2;2;1;7;1;5;85;1
939180;2;2;2;2;2;2;7;1;4;64;1
939181;2;2;2;2;3;1;5;1;4;63;1
939190;2;2;2;1;4;1;8;1;2;41;1
939194;3;2;2;1;3;2;8;2;2;39;1
939210;2;2;2;2;2;1;2;1;5;85;1
939215;2;2;2;2;1;2;4;4;5;79;1
939222;2;2;2;2;2;1;5;1;5;73;1
939235;2;2;2;2;2;1;7;1;5;83;1
939240;2;2;2;2;2;1;3;1;5;73;1
939260;2;2;2;2;4;1;7;1;4;56;1
939261;2;2;2;2;4;1;5;1;3;52;1
939263;2;2;2;2;3;1;7;1;4;58;1
939264;2;2;2;2;1;2;2;4;5;85;1
939266;2;2;2;2;5;2;7;1;3;48;1
939271;2;2;2;2;4;1;7;1;4;60;1
939272;2;2;2;1;4;1;7;1;2;41;1
939278;2;2;2;2;2;2;2;4;5;79;1
939282;2;2;2;2;4;1;3;1;3;54;1
939294;2;2;2;2;1;2;3;4;5;66;1
939300;2;2;2;2;1;1;3;4;5;88;1
939302;2;2;2;2;3;1;7;2;2;41;1
939305;2;2;2;2;2;1;5;3;5;66;1
939320;2;2;2;2;3;2;7;1;4;58;1
939326;2;2;2;2;3;2;7;2;4;60;1
939334;2;2;2;2;1;2;5;4;5;82;1
939335;2;2;2;2;2;1;3;1;5;84;1
939336;2;2;2;2;2;1;4;1;5;79;1
939346;2;2;2;2;1;1;8;2;5;69;1
939347;2;2;2;2;4;1;7;1;3;54;1
939348;2;2;2;2;1;2;7;3;5;69;1
939354;2;2;2;2;2;1;7;1;4;64;1
939356;2;2;2;2;2;1;5;1;5;68;1
939358;2;2;2;2;1;1;7;4;5;75;1
939376;2;2;2;2;4;1;5;1;3;53;1
939392;2;2;2;2;3;1;5;3;3;51;1
939412;2;2;2;2;2;2;3;1;5;72;1
939424;2;2;2;1;4;1;5;1;2;40;1
939479;2;2;2;1;2;1;5;1;4;60;1
939522;2;2;2;2;3;2;7;1;4;64;1
939523;2;2;2;1;3;2;7;3;4;56;1
939528;2;2;2;2;2;1;7;4;5;67;1
939529;2;2;2;2;4;1;7;1;4;60;1
939606;2;2;2;2;1;2;7;2;1;34;1
939624;2;2;2;2;2;2;5;1;5;74;1
939656;2;2;2;1;1;2;3;3;4;59;1
939671;2;2;2;2;2;2;7;4;5;74;1
939691;2;2;2;2;3;1;7;1;5;72;1
939692;2;2;2;2;2;1;5;1;5;70;1
939710;2;2;2;2;2;1;7;1;5;68;1
939718;2;2;2;2;2;1;7;1;5;66;1
939732;2;2;2;1;4;1;7;2;1;28;1
939740;2;2;2;2;2;2;8;1;4;64;1
939761;2;2;2;2;2;1;5;1;5;77;1
939762;2;2;2;2;1;1;7;3;5;78;1
939764;2;2;2;2;2;2;5;2;4;57;1
939779;2;2;2;2;2;1;7;1;5;78;1
939780;2;2;2;2;2;2;5;2;5;70;1
939802;2;2;2;2;1;2;3;4;5;72;1
939805;2;2;2;2;3;1;2;1;5;73;1
939817;2;2;2;2;2;1;7;1;5;77;1
939868;2;2;2;2;2;1;3;1;4;63;1
939909;2;2;2;2;2;1;8;1;5;73;1
939911;2;2;2;2;1;1;5;2;1;24;1
939925;2;2;2;2;2;1;3;1;5;69;1
939928;2;2;2;2;2;1;3;1;5;80;1
939963;2;2;2;2;2;1;8;1;4;63;1
939966;2;2;2;2;1;2;7;4;5;82;1
939985;2;2;2;2;1;1;5;2;5;70;1
940025;2;2;2;2;2;1;7;1;5;81;1
940038;2;2;2;2;4;1;5;1;2;40;1
940047;2;2;2;2;2;1;5;1;5;67;1
940049;2;2;2;2;2;1;7;1;5;69;1
940050;2;2;2;2;2;1;7;1;5;66;1
940055;2;2;2;1;2;1;8;1;5;69;1
940065;2;2;2;2;3;1;7;1;4;61;1
940094;2;2;2;1;1;1;5;2;4;57;1
940145;2;2;2;1;1;2;5;3;3;53;1
940186;2;2;2;2;1;2;5;4;5;72;1
940241;2;1;2;1;1;2;7;2;3;45;1
940246;2;2;2;2;2;1;7;1;5;85;1
940259;1;2;2;1;1;2;7;2;2;37;1
940296;2;2;2;2;1;1;8;4;5;88;1
940306;2;2;2;2;2;1;3;1;5;73;1
940308;2;2;2;2;3;2;8;3;3;46;1
940359;2;2;2;2;5;1;5;1;3;52;1
940400;2;2;2;2;2;2;7;2;3;46;1
940433;2;2;2;1;1;1;5;3;4;62;1
940456;2;2;2;2;1;1;5;2;4;64;1
940513;1;2;2;2;2;1;7;1;1;30;1
940519;2;2;2;2;2;1;5;1;4;60;1
940549;2;2;2;2;3;1;7;1;5;66;1
940554;2;2;2;2;4;1;7;1;5;67;1
940559;2;2;2;2;4;2;7;1;4;64;1
940565;2;2;2;2;5;1;7;1;4;60;1
940586;2;2;2;2;2;1;7;1;5;68;1
940589;2;2;2;2;1;1;7;1;5;87;1
940598;2;2;2;2;2;1;7;1;5;76;1
940605;2;2;2;2;2;1;7;1;5;74;1
940614;2;2;2;2;3;1;7;1;5;77;1
940618;2;2;2;2;3;1;7;1;4;60;1
940637;2;2;2;2;2;2;7;1;5;73;1
940639;2;2;2;2;1;2;7;2;5;82;1
940643;2;2;2;2;2;1;7;1;5;65;1
940663;2;2;2;1;3;1;3;3;5;66;1
940689;2;2;2;2;3;2;5;3;4;58;1
940743;2;2;2;2;4;1;7;1;4;61;1
940814;2;2;2;1;1;1;7;2;4;62;1
940852;2;2;2;2;3;1;5;1;5;68;1
940932;2;2;2;2;3;1;3;1;4;55;1
940943;2;2;2;2;3;1;7;1;5;69;1
940957;2;2;2;2;2;1;7;1;5;73;1
940958;2;2;2;2;2;1;7;1;5;73;1
940978;2;2;2;2;4;1;7;1;4;57;1
941062;2;2;2;2;5;2;7;1;3;50;1
941120;2;2;2;2;5;1;7;1;3;53;1
941156;2;2;2;1;2;2;7;1;4;61;1
941278;2;2;2;2;4;2;7;1;3;51;1
941305;2;2;2;2;4;1;7;1;4;58;1
941308;2;2;2;2;4;1;7;1;3;49;1
941349;2;2;2;1;3;2;7;3;3;51;1
941363;2;2;2;2;3;1;7;1;5;66;1
941494;2;2;2;2;3;1;8;1;3;45;1
941503;2;2;2;1;3;1;7;1;3;47;1
941583;2;2;2;2;3;1;5;1;3;45;1
941661;2;2;2;2;3;2;7;1;4;58;1
941662;2;2;2;2;4;1;7;1;3;47;1
941821;2;2;2;2;4;2;7;1;2;44;1
941848;2;2;2;2;2;1;7;1;5;68;1
941874;2;2;2;2;5;1;5;1;4;61;1
941926;2;2;2;1;1;1;7;2;2;44;1
941928;2;2;1;1;1;1;7;2;4;63;1
941939;2;2;2;2;1;1;8;3;5;78;1
942020;2;2;2;2;3;2;5;3;3;53;1
942056;2;2;2;2;2;1;8;1;2;35;1
942071;2;2;2;1;3;2;7;1;2;40;1
942073;2;2;2;2;3;2;7;1;4;59;1
942096;3;2;2;2;3;1;3;1;5;71;1
942099;3;2;2;2;4;1;3;1;5;66;1
942139;2;2;2;2;2;2;8;1;5;65;1
942144;2;2;2;2;1;1;7;3;5;72;1
942152;2;2;2;1;2;1;6;1;2;38;1
942179;2;2;2;2;1;2;5;4;5;77;1
942182;2;2;2;2;1;2;3;2;5;78;1
942185;2;2;2;1;2;2;5;1;3;49;1
942241;2;2;2;2;2;1;2;1;5;71;1
942245;2;2;2;2;2;1;7;1;5;68;1
942248;2;2;2;2;2;1;6;1;5;69;1
942250;2;2;2;2;3;1;7;1;3;50;1
942251;2;2;2;2;2;1;5;2;3;47;1
942258;2;2;2;2;2;1;2;3;5;76;1
942301;2;2;2;2;2;1;7;1;5;77;1
942302;2;2;2;1;1;2;5;2;4;57;1
942306;2;2;2;2;2;1;7;1;5;68;1
942316;2;2;2;2;1;1;7;3;4;63;1
942334;2;2;2;2;3;2;7;1;3;48;1
942336;2;2;2;2;2;1;3;2;2;39;1
942339;2;2;2;2;3;1;5;1;5;75;1
942340;2;2;2;2;3;1;7;3;2;42;1
942345;2;2;2;2;2;1;5;1;5;78;1
942376;3;2;2;2;1;1;7;3;4;62;1
942381;3;2;2;2;1;2;7;2;4;55;1
942387;3;2;2;2;2;1;7;1;5;77;1
942392;3;2;2;2;2;1;7;1;5;69;1
942403;3;2;2;2;2;1;7;1;5;71;1
942406;3;2;2;2;3;1;7;1;2;38;1
942408;3;2;2;2;4;2;7;1;3;45;1
942411;3;2;2;2;2;1;5;1;5;90;1
942417;3;2;2;2;3;1;7;1;5;84;1
942428;3;2;2;1;2;1;7;1;4;64;1
942430;3;2;2;2;4;1;7;1;4;60;1
942513;3;2;2;2;3;1;3;1;3;54;1
942514;3;2;2;2;3;2;5;3;3;53;1
942522;3;2;2;2;5;1;3;1;3;50;1
942527;3;2;2;2;6;1;3;1;2;44;1
942528;3;2;2;2;4;1;3;1;3;50;1
942529;3;2;2;1;1;1;7;1;5;65;1
942531;3;2;2;2;4;1;5;1;2;40;1
942553;3;2;2;2;1;2;2;4;5;76;1
942565;3;2;2;2;4;2;3;1;4;59;1
942614;3;2;2;2;6;1;3;1;4;64;1
942619;3;2;2;2;1;2;2;4;5;69;1
942662;3;2;2;2;3;2;7;1;5;67;1
942663;3;2;2;2;4;2;7;1;4;64;1
942669;3;2;2;2;1;1;5;4;5;74;1
942707;3;2;2;2;2;1;5;2;5;68;1
942712;3;2;2;2;3;2;3;4;4;60;1
942716;3;2;2;2;1;1;8;2;5;70;1
942747;3;2;2;2;3;1;7;1;5;76;1
942772;3;2;2;2;1;2;1;4;5;85;1
942808;3;2;2;2;3;2;4;2;1;28;1
942839;3;2;2;2;6;2;3;1;2;40;1
942855;3;2;2;2;2;1;3;3;3;49;1
942866;3;2;2;2;1;1;7;4;5;82;1
942871;3;2;2;2;1;2;2;4;5;82;1
942873;3;2;2;2;1;2;5;4;5;76;1
942896;3;2;2;2;2;2;5;1;5;79;1
942903;3;2;2;2;1;1;2;4;5;81;1
942907;3;2;2;2;1;2;2;3;5;71;1
942918;3;2;2;2;2;1;5;1;5;75;1
942942;3;2;2;2;2;1;8;1;5;71;1
942943;3;2;2;2;2;1;4;1;5;78;1
942951;3;2;2;2;2;1;5;1;5;73;1
942961;3;2;2;2;2;1;5;1;5;72;1
942969;3;2;2;2;2;1;7;1;5;73;1
943000;3;2;2;2;2;1;5;1;5;66;1
943006;3;2;2;2;2;2;7;1;5;67;1
943007;3;2;2;2;3;1;7;1;5;67;1
943013;3;2;2;2;1;2;3;1;5;67;1
943020;3;2;2;2;2;1;5;1;4;64;1
943040;3;2;2;2;2;2;7;1;4;63;1
943120;3;2;2;2;1;2;7;2;5;73;1
943121;3;2;2;2;4;1;7;1;5;67;1
943157;3;2;2;2;1;1;7;3;4;62;1
