nquest;area3;b19b;b19a;b16;ncomp;sex;studio;staciv;cleta5;eta;cfred
988590;1;2;2;2;3;1;2;1;4;63;1
988668;1;2;2;2;4;1;3;1;3;46;1
988736;1;2;2;1;4;1;5;1;1;32;1
988742;1;2;2;1;4;1;7;1;2;36;1
988749;1;2;2;2;2;2;6;2;1;28;1
988780;1;2;2;2;4;1;5;1;4;57;1
988784;1;2;2;2;3;1;5;1;5;67;1
988790;1;2;2;2;4;1;7;1;3;49;1
988793;1;2;2;1;3;2;7;2;3;47;1
988795;1;2;2;1;1;2;5;1;3;50;1
988796;1;2;2;1;3;1;3;1;2;41;1
988804;1;2;2;1;1;1;6;2;2;35;1
988808;1;2;2;2;1;2;2;4;5;82;1
988854;1;2;2;1;5;1;5;1;2;42;1
988913;1;2;2;2;2;2;5;1;5;74;1
988914;1;2;2;2;1;2;3;4;5;72;1
988920;1;2;2;1;3;1;5;1;4;59;1
988931;1;2;2;2;4;2;8;1;4;60;1
988937;1;2;2;1;1;2;4;3;2;38;1
988965;1;2;2;2;1;2;2;4;5;91;1
988979;1;2;2;2;1;2;4;4;5;82;1
988997;1;2;2;2;1;2;7;4;4;64;1
989001;1;2;2;2;2;1;5;1;3;54;1
989006;1;2;2;1;1;1;3;1;3;51;1
989009;1;2;2;2;3;1;5;1;3;51;1
989014;1;2;2;1;1;1;5;1;1;34;1
989016;1;2;2;1;3;2;7;1;2;36;1
989017;1;2;2;2;2;2;2;1;5;71;1
989018;1;2;2;2;3;2;5;1;4;58;1
989021;1;2;2;1;1;2;2;3;5;65;1
989028;1;2;2;2;2;1;3;4;4;63;1
989032;1;2;2;2;3;1;7;1;3;54;1
989048;1;2;2;2;1;1;5;3;3;48;1
989096;1;2;2;2;2;1;5;1;5;72;1
989137;1;2;2;2;3;1;7;1;5;70;1
989160;1;2;2;2;2;2;7;1;4;57;1
989172;1;2;2;2;2;1;5;1;5;82;1
989183;1;2;2;1;1;2;5;2;3;54;1
989186;1;2;2;2;4;1;5;1;3;53;1
989196;1;2;2;2;4;1;8;1;3;47;1
989221;1;2;2;1;1;1;5;2;3;47;1
989248;1;1;2;2;1;2;3;4;5;81;1
989307;1;2;2;2;1;2;3;2;5;93;1
989309;1;2;2;2;1;2;2;4;5;78;1
989318;1;2;2;2;1;1;7;3;5;76;1
989323;1;2;2;2;1;2;2;4;5;75;1
989327;1;2;2;2;2;2;5;1;3;50;1
989338;1;2;2;2;1;2;1;4;5;98;1
989340;1;2;2;2;1;2;2;4;5;88;1
989355;1;2;2;2;1;1;2;4;5;89;1
989361;1;2;2;2;1;1;2;4;5;83;1
989362;1;2;2;2;2;1;4;1;4;60;1
989368;1;2;2;2;1;2;2;4;5;90;1
989375;1;2;2;2;1;2;1;4;5;81;1
989382;1;2;2;2;1;1;3;3;5;68;1
989400;1;2;2;2;1;1;3;1;5;68;1
989402;1;2;2;2;2;1;5;3;5;67;1
989425;1;2;2;2;2;2;6;4;4;61;1
989465;1;2;2;2;1;2;5;4;4;62;1
989514;1;2;2;2;1;1;5;4;5;70;1
989659;1;2;2;2;1;1;2;4;5;82;1
989688;1;2;2;2;1;2;2;4;5;86;1
989707;1;2;2;2;1;1;5;2;2;40;1
989715;1;2;2;2;3;1;5;1;5;66;1
989731;1;2;2;2;1;1;3;4;5;90;1
989747;1;2;2;2;2;1;5;1;4;64;1
989752;1;2;2;2;1;2;2;4;5;82;1
989758;1;2;2;2;1;2;5;2;5;71;1
989765;1;2;2;2;2;1;2;4;5;76;1
989802;1;2;2;2;3;1;4;1;3;54;1
989815;1;2;2;2;2;1;7;1;5;86;1
989839;1;2;2;1;1;1;5;3;2;40;1
989842;1;2;2;2;1;2;2;3;5;77;1
989844;1;2;2;2;1;2;3;4;4;63;1
989864;1;2;2;1;2;1;4;1;4;57;1
989871;1;2;2;2;1;2;2;4;5;88;1
989944;1;2;2;2;2;1;2;1;3;48;1
989946;1;2;2;1;4;1;8;1;2;37;1
989951;1;2;2;2;3;2;3;3;4;56;1
989959;1;2;2;2;3;1;5;1;3;51;1
989973;1;2;2;2;1;2;5;4;5;74;1
989984;1;2;2;2;2;1;5;1;5;73;1
989985;1;2;2;2;2;1;2;1;5;72;1
989988;1;2;2;2;2;1;3;1;5;66;1
989989;1;2;2;2;2;1;3;1;5;71;1
989999;1;2;2;2;2;1;1;2;5;69;1
990005;1;2;2;2;5;1;2;1;3;47;1
990006;1;2;2;2;1;1;3;4;5;80;1
990014;1;2;2;2;1;2;5;3;5;71;1
990020;1;2;2;2;2;1;2;1;5;74;1
990045;1;2;2;2;2;1;5;1;5;83;1
990061;1;2;2;1;2;2;3;1;3;54;1
990076;1;2;2;2;1;1;5;4;5;76;1
990080;1;2;2;2;3;2;5;1;5;65;1
990090;1;2;2;2;1;1;5;2;4;63;1
990099;1;2;2;2;1;2;2;4;5;79;1
990106;1;2;2;2;4;1;3;2;2;43;1
990107;1;2;2;1;4;1;5;1;3;45;1
990159;1;2;2;2;3;1;7;1;3;47;1
990163;1;2;2;1;1;1;3;2;2;40;1
990176;1;2;2;2;2;1;7;1;5;70;1
990218;1;2;2;2;4;1;7;1;4;56;1
990219;1;2;2;2;2;1;5;2;1;27;1
990220;1;2;2;2;2;1;5;2;3;50;1
990225;1;2;2;2;1;1;5;3;4;63;1
990232;1;2;2;2;2;2;7;4;5;82;1
990240;1;2;2;2;1;2;3;4;5;89;1
990242;1;2;2;2;2;1;5;2;5;74;1
990244;1;2;2;2;1;2;5;2;5;81;1
990247;1;2;2;2;1;2;4;4;5;89;1
990254;1;1;2;2;2;1;1;1;5;91;1
990273;1;2;2;2;1;2;3;4;5;71;1
990275;1;2;2;2;1;1;3;4;5;80;1
990286;1;2;2;2;3;1;8;1;3;45;1
990293;1;2;2;2;4;1;3;2;1;31;1
990300;1;2;2;2;2;2;5;1;5;73;1
990310;1;2;2;2;1;1;3;4;5;76;1
990321;1;2;2;2;2;1;4;1;5;72;1
990331;1;2;2;2;2;1;3;1;5;80;1
990333;1;2;2;2;2;1;7;1;5;70;1
990340;1;2;2;2;2;1;4;3;5;82;1
990345;1;2;2;2;1;1;7;3;5;72;1
990348;1;2;2;2;3;1;5;2;1;29;1
990358;1;2;2;1;2;2;8;1;5;67;1
990360;1;2;2;2;4;2;5;1;4;60;1
990363;1;2;2;2;2;1;7;1;4;63;1
990366;1;2;2;2;2;2;5;1;4;63;1
990376;1;2;2;2;4;1;3;1;4;58;1
990394;1;2;2;2;2;1;7;2;4;55;1
990395;1;2;2;2;4;2;7;1;4;56;1
990401;1;2;2;2;3;1;5;1;4;55;1
990402;1;2;2;2;4;1;3;2;4;59;1
990421;1;2;2;1;2;1;5;1;4;58;1
990425;1;2;2;1;4;1;5;1;3;50;1
990427;1;2;2;2;6;2;3;2;2;37;1
990430;1;2;2;2;2;1;7;1;5;70;1
990440;1;2;2;2;5;1;3;1;2;40;1
990442;1;2;2;2;6;1;7;1;3;46;1
990443;1;2;2;2;4;1;5;1;2;40;1
990454;1;2;2;2;3;1;7;1;4;59;1
990463;1;2;2;1;2;1;5;1;3;54;1
990481;1;2;2;2;4;1;5;1;4;60;1
990487;1;2;2;1;1;1;1;1;2;40;1
990488;1;2;2;1;5;1;5;2;1;30;1
990490;1;2;2;1;1;1;8;1;3;52;1
990498;1;2;2;1;2;1;5;1;2;43;1
990504;1;2;2;2;5;1;3;1;3;54;1
990505;1;2;2;2;2;2;7;2;1;34;1
990506;1;2;2;1;1;2;4;3;4;55;1
990508;1;2;2;1;1;1;5;2;1;32;1
990513;1;2;2;1;3;1;7;2;3;51;1
990522;1;2;2;2;2;2;2;4;5;82;1
990560;1;2;2;2;1;1;2;4;5;86;1
990567;1;2;2;2;1;2;2;4;5;85;1
990569;1;2;2;2;3;1;2;1;4;63;1
990576;1;2;2;2;4;1;5;1;4;57;1
990604;1;2;2;2;1;1;2;3;5;86;1
990607;1;2;2;1;4;1;3;2;1;34;1
990610;1;2;2;2;4;1;8;1;3;50;1
990614;1;2;2;2;2;1;2;1;5;81;1
990621;1;2;2;1;3;1;3;2;3;47;1
990627;1;2;2;2;5;1;3;1;4;56;1
990628;1;2;2;2;1;1;3;3;4;62;1
990629;1;2;2;2;2;1;3;1;5;85;1
990632;1;2;2;2;1;2;2;4;5;74;1
990645;1;2;2;2;2;1;3;1;5;80;1
990648;1;2;2;2;1;1;2;4;5;92;1
990690;1;2;2;2;5;1;3;1;3;50;1
990698;1;2;2;2;1;2;3;4;5;76;1
990708;1;2;2;2;3;2;3;2;2;40;1
990710;1;2;2;2;1;2;3;4;5;70;1
990711;1;2;2;2;6;1;4;3;4;57;1
990713;1;2;2;2;2;2;3;3;5;68;1
990714;1;2;2;1;3;1;3;2;3;50;1
990716;1;2;2;2;1;2;2;4;5;86;1
990722;1;2;2;1;2;2;6;1;3;51;1
990737;1;2;2;2;3;1;6;2;2;38;1
990744;1;2;2;2;2;2;3;2;4;61;1
990752;1;2;2;2;2;2;4;2;5;80;1
990753;1;2;2;2;3;1;5;1;5;66;1
990754;1;2;2;2;1;2;3;4;5;83;1
990755;1;2;2;2;2;1;3;1;5;68;1
990762;1;2;2;2;1;2;4;2;5;67;1
990765;1;2;2;2;4;1;4;1;3;50;1
990767;1;2;2;2;4;2;5;1;3;53;1
990775;1;2;2;1;1;2;4;2;2;41;1
990783;1;2;2;2;1;2;2;4;5;93;1
990784;1;2;2;2;2;2;5;3;4;61;1
990792;1;2;2;2;1;2;2;4;5;70;1
990805;1;2;2;1;4;1;5;1;3;46;1
990815;1;2;2;1;3;1;3;1;3;52;1
990818;1;2;2;2;1;2;5;2;1;31;1
990821;1;2;2;2;1;2;7;2;2;43;1
990823;1;2;2;2;4;1;4;1;4;64;1
990831;1;2;2;2;1;2;7;4;5;77;1
990849;1;2;2;2;3;2;5;1;4;61;1
990854;1;2;2;2;5;1;3;1;2;42;1
990869;1;2;2;1;1;2;2;4;5;67;1
990873;1;2;2;1;2;1;3;1;1;25;1
990877;1;2;2;2;1;2;2;4;5;89;1
990886;1;2;2;2;3;2;5;2;2;35;1
990905;1;2;2;2;1;1;5;2;3;51;1
990908;1;2;2;2;2;1;2;1;5;69;1
990914;1;2;2;2;1;1;3;2;3;53;1
990921;1;2;2;1;1;1;5;2;2;36;1
990922;1;2;2;1;4;1;3;1;2;41;1
990923;1;2;2;1;3;1;7;1;2;42;1
990925;1;2;2;2;2;1;3;1;4;60;1
990929;1;2;2;1;1;1;3;2;2;43;1
990933;1;2;2;1;4;1;7;1;1;34;1
990934;1;2;2;2;1;1;5;4;5;87;1
990938;1;2;2;2;3;1;5;1;4;59;1
990942;1;2;2;2;1;2;4;4;5;74;1
990944;1;2;2;2;2;1;5;1;5;75;1
990947;1;2;2;2;2;1;7;1;5;77;1
990952;1;2;2;2;2;2;7;2;2;43;1
990957;1;2;2;2;2;1;5;1;5;77;1
990958;1;2;2;2;2;2;6;1;5;69;1
990961;1;2;2;2;2;1;5;1;5;69;1
990975;1;2;2;2;4;1;3;1;4;60;1
990989;1;2;2;2;4;1;7;1;3;50;1
991011;1;2;2;1;3;2;8;1;1;33;1
991014;1;2;2;2;3;1;7;3;4;57;1
991025;1;2;2;2;2;2;5;1;4;62;1
991028;1;2;2;1;4;1;3;1;3;53;1
991033;1;2;2;2;4;1;3;1;4;55;1
991034;1;2;2;2;5;1;7;1;3;49;1
991040;1;2;2;2;2;1;5;2;2;36;1
991041;1;2;2;1;2;1;3;2;1;24;1
991045;1;2;2;1;2;1;7;2;2;40;1
991047;1;2;2;1;1;1;3;2;3;50;1
991051;1;2;2;2;2;1;7;1;5;77;1
991058;1;2;2;2;2;2;4;3;4;61;1
991061;1;2;2;2;2;1;3;1;5;76;1
991082;1;2;2;2;2;1;4;1;5;74;1
991084;1;2;2;2;2;1;5;1;5;73;1
991088;1;2;2;2;2;1;5;1;5;87;1
991098;1;2;2;2;1;2;3;4;5;75;1
991130;1;2;2;2;3;2;4;1;3;54;1
991133;1;2;2;2;4;1;5;1;4;61;1
991161;1;2;2;2;2;2;5;1;4;61;1
991162;1;2;2;2;2;1;7;1;5;65;1
991176;1;2;2;2;2;1;5;1;5;77;1
991184;1;2;2;2;2;1;7;1;5;67;1
991186;1;2;2;2;2;1;5;1;5;76;1
991193;1;2;2;2;1;2;6;4;5;74;1
991196;1;1;2;2;1;2;3;2;4;61;1
991203;1;2;2;2;2;1;8;2;4;64;1
991205;1;2;2;2;2;1;3;1;4;62;1
991208;1;2;2;1;3;1;5;1;3;54;1
991210;1;2;2;2;5;2;7;1;3;54;1
991217;1;2;2;1;1;2;5;4;4;60;1
991222;1;2;2;1;1;1;5;2;3;51;1
991233;1;2;2;1;1;2;4;2;1;28;1
991236;1;2;2;2;1;2;2;4;5;83;1
991239;1;2;2;1;1;1;6;2;3;52;1
991250;1;2;2;2;5;1;5;1;3;47;1
991256;1;2;2;2;4;1;7;1;3;49;1
991274;1;2;2;1;2;1;5;2;2;41;1
991278;1;2;2;2;5;1;4;1;3;45;1
991290;1;2;2;1;3;2;5;2;3;45;1
991303;1;2;2;2;4;2;5;1;3;50;1
991304;1;2;2;2;1;1;7;3;5;70;1
991311;1;2;2;2;1;1;2;4;5;93;1
991313;1;2;2;1;2;2;7;2;3;51;1
991320;1;2;2;2;3;1;7;2;2;38;1
991326;1;2;2;1;2;2;8;1;2;37;1
991328;1;2;2;2;1;1;7;3;3;46;1
991329;1;2;2;1;2;2;7;2;2;39;1
991339;1;2;2;2;3;1;5;1;2;38;1
991351;1;2;2;1;1;1;5;2;1;32;1
991370;1;2;2;1;3;1;7;1;3;46;1
991377;1;2;2;2;1;1;3;3;4;63;1
991448;1;2;2;2;3;1;3;1;5;66;1
991451;1;2;2;1;1;2;5;3;4;62;1
991456;1;2;2;2;2;1;7;1;5;72;1
991461;1;2;2;2;4;1;4;1;4;57;1
991512;1;2;2;2;2;1;2;1;5;84;1
991523;1;2;2;2;3;1;5;1;5;72;1
991543;1;2;2;1;2;1;4;3;3;54;1
991548;1;2;2;2;2;1;5;1;5;71;1
991568;1;1;2;2;1;1;2;4;5;85;1
991570;1;2;2;2;2;1;7;1;5;81;1
991571;1;2;2;1;3;1;7;1;5;66;1
991578;1;2;2;2;1;2;4;2;5;76;1
991593;1;2;2;2;2;1;7;1;5;80;1
991599;1;2;2;2;1;2;5;4;5;96;1
991602;1;2;2;2;1;2;1;2;5;86;1
991620;1;2;2;2;1;2;3;4;5;86;1
991625;1;2;2;2;2;1;5;1;5;87;1
991673;1;2;2;2;3;1;7;1;5;82;1
991682;1;2;2;2;1;1;2;4;5;77;1
991694;1;2;2;1;2;1;5;1;5;74;1
991695;1;2;2;2;2;1;5;1;5;68;1
991703;1;2;2;2;2;1;2;1;5;71;1
991727;1;2;2;2;2;1;8;1;5;70;1
991729;1;2;2;2;2;1;7;1;5;75;1
991751;1;2;2;2;1;2;5;4;5;79;1
991755;1;2;2;2;3;1;4;1;5;67;1
991758;1;2;2;2;2;1;5;1;5;66;1
991763;1;2;2;2;2;1;8;1;5;69;1
991769;1;2;2;2;1;1;5;4;5;70;1
991770;1;2;2;2;2;1;5;1;5;68;1
991778;1;2;2;2;2;1;7;1;5;68;1
991782;1;2;2;2;2;2;7;1;5;68;1
991791;1;2;2;2;2;1;7;1;5;78;1
991804;1;2;2;2;2;2;3;1;5;65;1
991823;1;2;2;2;2;1;4;1;5;65;1
991829;1;2;2;2;2;1;5;1;5;65;1
991830;1;2;2;2;2;1;3;2;3;54;1
991833;1;2;2;2;3;1;8;1;5;85;1
991835;1;2;2;2;4;1;5;1;4;58;1
991855;1;2;2;2;2;1;8;1;5;74;1
991863;1;2;2;2;1;1;7;4;5;88;1
991865;1;2;2;2;2;1;5;1;5;77;1
991872;1;2;2;2;3;1;5;1;4;61;1
991878;1;2;2;1;1;2;5;3;4;63;1
991883;1;2;2;2;6;1;2;1;4;58;1
991904;1;2;2;2;3;1;7;1;4;58;1
991909;1;2;2;2;2;1;3;1;5;71;1
991916;1;2;2;2;4;1;5;1;4;61;1
991929;1;2;2;1;3;1;7;1;3;52;1
991933;1;2;2;2;4;1;5;1;3;53;1
991938;1;1;2;2;1;2;5;4;5;84;1
991956;1;2;2;2;4;1;5;1;3;53;1
991963;1;2;2;2;1;1;7;2;5;74;1
991965;1;2;2;2;1;1;3;2;5;81;1
991977;1;2;2;2;2;1;7;1;5;69;1
991988;1;2;2;1;3;1;5;3;4;57;1
991998;1;2;2;2;2;2;7;4;5;82;1
992062;1;2;2;2;2;1;4;1;2;42;1
992127;1;2;2;2;4;2;5;1;3;50;1
992130;1;1;2;2;4;1;5;1;2;41;1
992133;1;2;2;1;1;1;5;2;3;46;1
992145;1;2;2;1;2;1;6;1;2;35;1
992204;1;2;2;2;4;1;8;2;3;46;1
992215;1;2;2;2;2;1;5;1;5;78;1
992226;1;2;2;1;4;1;3;1;3;48;1
992235;1;2;2;1;2;1;5;1;2;35;1
992238;1;2;2;2;2;2;7;1;5;69;1
992253;1;2;2;2;2;1;4;1;5;81;1
992267;1;2;2;2;2;1;3;1;5;65;1
992303;1;2;2;1;1;1;5;2;1;26;1
992394;1;2;2;2;1;1;3;4;5;81;1
992436;1;2;2;2;4;1;4;1;3;51;1
992439;1;2;2;2;3;1;8;2;2;35;1
992445;1;2;2;2;1;2;2;1;5;86;1
992452;1;2;2;2;3;1;3;1;4;62;1
992453;1;2;2;2;3;1;5;1;5;70;1
992463;1;2;2;2;2;1;7;1;4;57;1
992469;1;2;2;2;2;1;3;1;4;63;1
992471;1;2;2;1;2;1;3;2;3;48;1
992529;1;2;2;2;3;2;5;1;4;59;1
992540;1;2;2;2;2;1;5;2;2;43;1
992567;1;2;2;2;1;2;1;4;5;83;1
992569;1;2;2;2;3;1;3;1;5;70;1
992586;1;2;2;1;1;1;3;2;3;45;1
992620;1;2;2;1;1;2;3;3;4;62;1
992666;1;2;2;2;2;1;5;1;5;80;1
992716;1;2;2;2;3;2;5;2;1;34;1
992727;1;2;2;2;2;1;2;1;5;85;1
992735;1;2;2;2;3;1;5;2;3;45;1
992736;1;2;2;1;1;1;3;3;4;56;1
992743;1;2;2;2;5;1;5;1;4;60;1
992770;1;2;2;1;2;1;3;1;4;58;1
992776;1;2;2;2;2;1;7;1;5;82;1
992785;1;2;2;2;6;1;3;2;4;59;1
992795;1;2;2;2;1;2;7;4;5;75;1
992801;1;2;2;2;2;1;5;1;5;72;1
992804;1;2;2;2;1;2;3;4;5;88;1
992809;1;2;2;2;2;1;7;1;5;70;1
992831;1;2;2;2;1;2;3;4;5;81;1
992837;1;2;2;2;2;1;7;2;3;54;1
992863;1;2;2;2;2;1;5;1;5;72;1
992878;1;2;2;2;5;1;5;1;4;61;1
992882;1;2;2;2;2;1;7;2;1;26;1
992887;1;2;2;2;3;1;5;1;4;60;1
992890;1;2;2;2;4;1;3;1;5;69;1
992896;1;2;2;2;1;2;5;4;5;83;1
992898;1;2;2;2;5;1;5;1;4;55;1
992904;1;2;2;2;3;2;5;1;4;63;1
992915;1;2;2;2;2;1;3;1;5;78;1
992927;1;2;2;2;2;1;6;1;5;79;1
992932;1;2;2;2;3;2;5;3;3;54;1
992942;1;2;2;2;2;2;5;1;4;60;1
992953;1;2;2;2;2;1;3;1;3;52;1
993067;1;2;2;2;2;1;4;1;5;72;1
993075;1;2;2;2;2;1;7;1;4;62;1
993076;1;2;2;2;2;2;7;1;5;65;1
993077;1;2;2;2;2;1;2;1;5;76;1
993080;1;2;2;2;1;1;4;4;5;80;1
993095;1;2;2;2;2;1;8;1;5;69;1
993105;1;2;2;1;2;1;7;1;4;62;1
993117;1;2;2;2;3;1;5;1;2;43;1
993121;1;2;2;1;3;1;5;1;2;38;1
993131;1;2;2;1;3;2;6;1;2;37;1
993132;1;2;2;2;4;2;7;1;2;43;1
993148;1;2;2;2;2;1;7;1;5;74;1
993195;1;2;2;2;3;1;3;1;3;47;1
993204;1;2;2;2;1;1;5;2;5;69;1
993206;1;2;2;2;2;2;5;4;5;84;1
993221;1;2;2;2;2;1;3;1;5;86;1
993229;1;2;2;2;2;2;7;1;5;67;1
993230;1;2;2;2;2;1;5;1;5;71;1
993301;1;2;2;1;1;1;3;3;4;56;1
993331;1;2;2;2;3;1;3;1;4;59;1
993366;1;2;2;2;2;1;7;1;5;72;1
993388;1;2;2;2;2;2;5;1;4;63;1
993401;1;2;2;2;3;1;3;2;5;69;1
993409;1;2;2;2;1;2;2;4;5;82;1
993503;1;2;2;2;3;1;7;1;5;73;1
993513;1;2;2;1;2;2;7;1;1;33;1
993546;1;2;2;1;1;2;5;4;4;58;1
993567;1;2;2;1;7;1;5;1;3;48;1
993593;1;2;2;1;1;1;5;2;2;36;1
993609;1;2;2;2;2;1;5;1;5;85;1
993613;1;2;2;2;2;1;4;1;5;72;1
993828;1;2;2;2;3;1;3;1;5;68;1
993851;1;2;2;2;2;2;4;2;3;47;1
993891;1;2;2;2;2;1;3;1;5;92;1
993895;1;2;2;2;1;1;2;4;5;80;1
993969;1;2;2;2;2;1;7;1;5;71;1
993978;1;2;2;2;2;1;2;1;5;79;1
993980;1;2;2;2;1;2;2;4;5;75;1
994004;1;2;2;2;3;2;4;4;5;77;1
994020;1;2;2;2;2;1;7;1;5;67;1
994041;1;2;2;2;4;1;2;1;5;72;1
994042;1;2;2;2;1;2;4;4;5;90;1
994045;1;2;2;2;1;2;2;4;5;72;1
994053;1;2;2;2;3;1;2;1;5;71;1
994058;1;2;2;2;3;1;2;1;5;72;1
994065;1;2;2;2;2;1;2;1;5;81;1
994096;1;2;2;2;2;1;7;1;5;74;1
994106;1;2;2;2;2;1;4;1;5;76;1
994116;1;2;2;2;1;2;3;4;5;97;1
994128;1;2;2;2;1;2;5;4;5;78;1
994131;1;2;2;2;1;2;2;4;5;81;1
994165;1;2;2;2;1;1;2;4;5;90;1
994167;1;2;2;2;1;1;7;4;5;84;1
994169;1;2;2;2;1;1;2;4;5;88;1
994229;1;2;2;2;3;1;5;1;4;64;1
994233;1;2;2;2;2;1;3;1;5;78;1
994242;1;2;2;2;2;1;3;1;4;64;1
994244;1;2;2;2;3;1;5;1;4;64;1
994252;1;2;2;2;4;1;7;1;5;65;1
994255;1;2;2;2;3;1;5;1;4;63;1
994256;1;2;2;2;1;1;4;3;5;65;1
994265;1;2;2;2;2;1;7;1;5;90;1
994291;1;2;2;2;5;1;7;1;5;65;1
994310;1;2;2;2;4;1;5;1;4;58;1
994422;1;2;2;2;5;1;5;1;3;52;1
994459;1;2;2;2;2;2;6;2;4;58;1
994474;1;2;2;1;2;1;5;2;3;50;1
994476;1;2;2;2;3;1;5;1;5;80;1
994493;1;2;2;2;3;1;7;3;4;56;1
994514;1;2;2;2;2;2;6;2;2;38;1
994526;1;2;2;2;1;2;5;4;5;77;1
994528;1;2;2;2;2;1;4;1;3;50;1
994533;1;2;2;1;3;1;5;2;1;29;1
994549;1;2;2;1;4;2;7;1;2;37;1
994555;1;2;2;1;1;2;6;2;1;33;1
994615;1;2;2;2;1;2;3;2;1;19;1
994645;1;2;2;2;2;1;3;1;5;82;1
994659;1;2;2;2;1;1;8;4;5;72;1
994665;1;2;2;2;2;1;4;1;5;84;1
994671;1;2;2;2;2;1;7;1;5;80;1
994679;1;2;2;2;1;1;7;2;4;56;1
994680;1;2;2;2;2;1;2;1;5;86;1
994685;1;2;2;2;2;1;2;1;5;82;1
994686;1;2;2;2;2;2;4;1;5;81;1
994706;1;2;2;2;1;2;5;4;5;90;1
994741;1;2;2;2;2;1;7;1;5;82;1
994742;1;2;2;2;2;1;5;1;5;79;1
994755;1;2;2;2;3;1;5;1;3;50;1
994759;1;2;2;2;3;2;7;1;5;68;1
994769;1;2;2;2;2;1;5;1;5;72;1
994776;1;2;2;2;2;1;8;1;5;82;1
994777;1;2;2;2;2;1;8;1;5;67;1
994779;1;2;2;2;3;1;7;1;5;72;1
994782;1;2;2;2;2;1;8;1;5;69;1
994789;1;2;2;2;2;2;7;1;5;77;1
994795;1;2;2;2;1;1;8;3;5;79;1
994800;1;2;2;2;2;1;7;1;4;63;1
994801;1;2;2;2;2;1;7;1;5;74;1
994832;1;2;2;1;2;2;4;2;4;60;1
994841;1;2;2;2;2;2;7;1;4;63;1
994853;1;2;2;1;1;2;7;3;4;56;1
994856;1;2;2;1;3;1;5;1;4;62;1
994900;1;2;2;2;4;2;7;1;4;56;1
994909;1;2;2;2;2;2;7;2;1;31;1
994921;1;2;2;2;2;1;7;1;5;72;1
994988;1;2;2;2;2;1;7;1;5;81;1
995061;1;2;2;2;3;1;7;1;2;41;1
995089;1;2;2;1;4;1;7;1;1;34;1
995183;1;2;2;1;3;2;8;1;2;38;1
995220;1;2;2;2;1;1;7;4;5;80;1
995221;1;2;2;2;2;2;2;4;5;80;1
995229;1;2;2;2;1;1;5;4;5;68;1
995245;1;2;2;2;1;2;2;4;5;86;1
995256;1;2;2;2;2;2;5;1;5;72;1
995257;1;2;2;2;2;1;5;2;5;69;1
995336;1;2;2;2;2;2;4;1;5;68;1
995342;1;2;2;2;2;1;3;1;5;67;1
995343;1;2;2;2;1;2;2;4;5;81;1
995350;1;2;2;2;1;2;5;4;5;84;1
995361;1;2;2;1;1;2;5;2;2;42;1
995383;1;2;2;2;2;1;2;1;5;87;1
995384;1;2;2;2;1;2;2;4;5;89;1
995387;1;2;2;2;2;2;5;4;5;75;1
995388;1;2;2;2;4;1;3;1;4;60;1
995395;1;2;2;2;1;2;3;1;5;73;1
995397;1;2;2;2;1;2;8;2;3;47;1
995440;1;2;2;2;4;1;5;1;3;52;1
995479;1;2;2;2;2;1;7;1;5;76;1
995494;1;2;2;1;2;1;8;2;2;39;1
995513;1;2;2;2;2;1;5;1;5;73;1
995541;1;2;2;2;4;1;7;1;3;50;1
995555;1;2;2;1;3;1;7;1;2;35;1
995558;1;2;2;2;2;2;7;1;5;71;1
995559;1;2;2;2;3;1;8;1;4;64;1
995560;1;2;2;2;1;1;5;2;4;64;1
995565;1;2;2;2;2;1;5;1;5;84;1
995570;1;2;2;2;1;1;7;2;5;86;1
995587;1;2;2;2;1;1;3;3;5;75;1
995599;1;2;2;2;3;1;7;2;3;47;1
995601;1;2;2;2;2;1;3;1;5;85;1
995606;1;2;2;2;2;2;7;4;4;59;1
995607;1;2;2;1;1;2;8;2;4;58;1
995644;1;2;2;1;2;1;3;1;4;55;1
995656;1;2;2;2;1;2;5;3;5;67;1
995657;1;2;2;2;1;2;7;4;5;85;1
995680;1;2;2;1;2;1;7;1;4;58;1
995684;1;2;2;1;5;1;5;1;3;51;1
995685;1;2;2;1;1;1;5;2;3;54;1
995702;1;2;2;2;2;1;5;1;5;80;1
995709;1;2;2;1;2;2;7;4;2;44;1
995718;1;2;2;1;2;1;5;1;3;50;1
995734;1;2;2;2;5;1;4;2;1;28;1
995757;1;2;2;1;1;2;7;1;2;41;1
995763;1;2;2;1;3;1;5;1;1;34;1
995764;1;2;2;2;2;1;5;1;4;55;1
995767;1;2;2;2;2;1;5;1;5;72;1
995777;1;2;2;1;2;1;7;2;1;30;1
995782;1;2;2;1;2;1;7;2;2;36;1
995799;1;2;2;1;2;1;5;3;2;39;1
995804;1;2;2;1;2;2;3;2;1;30;1
995814;1;2;2;2;3;1;5;1;2;41;1
995852;1;2;2;2;1;2;6;2;5;67;1
995880;1;2;2;2;1;1;3;3;5;85;1
995899;1;2;2;2;2;1;1;1;5;85;1
995940;1;2;2;2;2;1;3;1;5;82;1
995977;1;2;2;2;2;1;3;1;5;81;1
995978;1;2;2;2;1;2;7;4;5;76;1
995988;1;2;2;2;2;1;3;3;5;83;1
995989;1;2;2;2;3;2;3;4;5;79;1
995999;1;2;2;2;1;2;4;4;5;85;1
996001;1;2;2;2;1;1;3;3;5;74;1
996009;1;2;2;2;2;1;1;1;5;86;1
